'ANREDE';'TITEL';'GESCHLECHT';'VORNAME';'NAME';'STRASSE';'PLZ';'ORT';'EMAIL';'VORWAHL';'TELEFON';'ID';'LAND'
'Frau';'';'w';'Ute';'Gerber';'Haid 66';'8344';'Bad Gleichenberg';'';'';'0664 186 07 16';'75691';'AT'
'Frau';'';'w';'Martina';'Hertz';'Gewerbezentrum 18';'8282';'Bad Loipersdorf';'';'';'0681 248 46 16';'166416';'AT'
'Herr';'';'m';'Torsten';'Gottlieb';'Aspernstrasse 42';'4521';'Schiedlberg';'';'';'0650 161 37 58';'13175';'AT'
'Frau';'';'w';'Nadine';'Schweitzer';'Magdalenaweg 28';'4443';'Maria Neustift';'';'';'0664 229 96 06';'14214';'AT'
'Herr';'';'m';'Klaus';'Neudorf';'Stollenstrasse 7';'8832';'Oberwölz';'';'';'0650 387 31 57';'26055';'AT'
'Herr';'';'m';'Michael';'Moeller';'Floridusgasse 8';'4791';'Rainbach im Innkreis';'';'';'0688 476 48 37';'141070';'AT'
'Herr';'';'m';'Sebastian';'Wannemaker';'Hütteldorfer Strasse 83';'2571';'Altenmarkt-Thenneberg';'';'';'0688 545 36 35';'103096';'AT'
'Frau';'';'w';'Michelle';'Vogt';'Pottenbrunner Hauptstrasse 13';'6741';'Raggal';'';'';'0681 258 83 47';'151247';'AT'
'Herr';'';'m';'Jan';'Kuester';'Haid 79';'3910';'Zwettl';'';'';'0688 950 49 44';'80765';'AT'
'Frau';'';'w';'Diana';'Koertig';'Hütteldorfer Strasse 74';'6111';'Volders';'';'';'0650 369 53 65';'106796';'AT'
'Frau';'';'w';'Vanessa';'Braun';'Lebzeltergasse 52';'4364';'St. Thomas';'';'';'0676 374 31 56';'42603';'AT'
'Frau';'';'w';'Lisa';'Baumgartner';'Spanheimerstrasse 87';'9572';'Deutsch Griffen';'';'';'0664 954 45 12';'187941';'AT'
'Frau';'';'w';'Franziska';'Nacht';'Mollardgasse 2';'8384';'Minihof-Liebau';'';'';'0650 695 97 71';'61171';'AT'
'Herr';'';'m';'Marco';'Osterhagen';'Alpenstrasse 9';'4710';'Grieskirchen';'';'';'0664 280 20 49';'31249';'AT'
'Herr';'';'m';'Eric';'Freitag';'Kärntner Strasse 86';'3643';'Maria Laach am Jauerling';'';'';'0676 166 88 67';'69259';'AT'
'Herr';'';'m';'Luca';'Sankt';'Gewerbestrasse 27';'4901';'Ottnang';'';'';'0664 273 60 75';'28185';'AT'
'Frau';'';'w';'Michelle';'Bar';'Holzschachen 73';'2880';'Kirchberg am Wechsel';'';'';'0680 440 92 74';'180070';'AT'
'Frau';'';'w';'Ulrike';'Traugott';'Bräuhof 49';'4712';'Michaelnbach';'';'';'0688 260 41 13';'67175';'AT'
'Herr';'';'m';'Kevin';'Eggers';'Hainbuchen 63';'4775';'Taufkirchen an der Pram';'';'';'0664 172 90 38';'26864';'AT'
'Frau';'';'w';'Franziska';'Nussbaum';'Dreimühlenweg 67';'6261';'Strass im Zillertal';'';'';'0660 727 02 41';'160517';'AT'
'Frau';'';'w';'Monika';'Wurfel';'Neutorstrasse 41';'8343';'Trautmannsdorf in Oststeiermark';'';'';'0699 325 81 88';'83487';'AT'
'Herr';'';'m';'Steffen';'Meyer';'Faschinastrasse 61';'4664';'Oberweis';'';'';'0676 470 97 81';'71483';'AT'
'Frau';'';'w';'Claudia';'Bayer';'Gartenweg 80';'4752';'Riedau';'';'';'0688 692 31 09';'107492';'AT'
'Frau';'';'w';'Marina';'Eggers';'Friedhofstrasse 76';'8151';'Hitzendorf';'';'';'0699 209 28 95';'126891';'AT'
'Dr.';'';'w';'Katja';'Seiler';'Hütteldorfer Strasse 14';'4143';'Neustift im Mühlkreis';'';'';'0660 485 95 19';'31984';'AT'
'Frau';'';'w';'Uta';'Konig';'Neutorstrasse 74';'9343';'Zweinitz';'';'';'0676 191 81 48';'103509';'AT'
'Frau';'';'w';'Sarah';'Hoffmann';'Hubatschstrasse 41';'4212';'Neumarkt im Mühlkreis';'';'';'0681 293 88 67';'128717';'AT'
'Frau';'';'m';'Jana';'Eberhardt';'Prager Strasse 9';'8234';'Rohrbach an der Lafnitz';'';'';'0688 767 87 41';'47052';'AT'
'Herr';'';'m';'Felix';'Jager';'Stadtplatz 22';'2185';'Prinzendorf an der Zaya';'';'';'0699 862 32 41';'77159';'AT'
'Frau';'';'w';'Lea';'Blau';'Bräuhof 35';'4712';'Michaelnbach';'';'';'0680 793 66 87';'171294';'AT'
'Herr';'';'m';'Michael';'Zimmermann';'Schönaugasse 10';'3340';'Waidhofen an der Ybbs';'';'';'0650 510 00 91';'45962';'AT'
'Frau';'';'w';'Manuela';'Saenger';'Himmelpfortgasse 10';'8083';'St. Stefan im Rosental';'';'';'0680 793 31 29';'61936';'AT'
'Frau';'';'w';'Christine';'Luft';'Hausergasse 73';'9063';'Maria Saal';'';'';'0660 381 24 42';'68831';'AT'
'Herr';'';'m';'Lucas';'Urner';'Druckereistrasse 67';'5144';'Handenberg';'';'';'0664 383 83 53';'134572';'AT'
'Herr';'';'m';'Sebastian';'Hartmann';'Wachaustrasse 56';'4720';'Neumarkt im Hausruckkreis';'';'';'0680 214 13 52';'96072';'AT'
'Dr.';'';'w';'Ute';'Goldschmidt';'Freistädter Strasse 63';'3811';'Kirchberg an der Wild';'';'';'0681 213 19 15';'44852';'AT'
'Herr';'';'m';'Phillipp';'Nacht';'Wagramer Strasse 55';'8241';'Dechantskirchen';'';'';'0660 599 44 22';'32826';'AT'
'Herr';'';'m';'Tim';'Kaestner';'Ruster Strasse 72';'9640';'Kötschach-Mauthen';'';'';'0688 529 26 33';'60231';'AT'
'Frau';'';'w';'Antje';'Schulz';'Goethestrasse 74';'8720';'Knittelfeld';'';'';'0680 268 17 37';'125427';'AT'
'Herr';'';'m';'Bernd';'Goldschmidt';'Gleichenberger Strasse 99';'8130';'Frohnleiten';'';'';'0681 435 47 91';'189019';'AT'
'Frau';'';'w';'Gabriele';'Schröder';'Mattersburger Strasse 21';'2153';'Stronsdorf';'';'';'0660 876 40 55';'92900';'AT'
'Frau';'';'w';'Angelika';'Blau';'Brixentaler Strasse 68';'4132';'Lembach im Mühlkreis';'';'';'0676 755 87 88';'148711';'AT'
'Herr';'';'m';'Alexander';'Dresner';'Aufeld 78';'8354';'St. Anna am Aigen';'';'';'0699 876 86 10';'169670';'AT'
'Herr';'';'m';'Dieter';'Frey';'Schlösslstrasse 26';'9562';'Himmelberg';'';'';'0664 216 35 96';'19198';'AT'
'Herr';'';'m';'Klaus';'Kaestner';'Gartenweg 32';'3920';'Groß Gerungs';'';'';'0664 191 33 38';'67700';'AT'
'Herr';'';'m';'Tom';'Thalberg';'Kärntner Strasse 91';'8522';'Groß St. Florian';'';'';'0688 516 24 83';'56614';'AT'
'Herr';'';'m';'Jan';'Kuefer';'Himmelpfortgasse 53';'8113';'St. Oswald bei Plankenwarth';'';'';'0676 703 95 68';'28429';'AT'
'Herr';'';'m';'Dieter';'Fisher';'Grünbachstrasse 87';'5303';'Thalgau';'';'';'0699 151 63 75';'47827';'AT'
'Herr';'';'m';'Markus';'Fleischer';'Zeppelinstr 46';'4716';'Hofkirchen an der Trattnach';'';'';'0650 538 85 66';'110863';'AT'
'Frau';'';'w';'Sara';'Frei';'Schulgasse 9';'3820';'Raabs an der Thaya';'';'';'0676 895 02 92';'92683';'AT'
'Herr';'';'m';'Arnim';'Griffin';'Friedhofstrasse';'27726';'Worpswede';'';'';'04792/99181994';'46813';'DE'
'Frau';'';'w';'Franziska';'Maurer';'Passauer Strasse 34';'4143';'Neustift im Mühlkreis';'';'';'0681 432 88 89';'145169';'AT'
'Herr';'';'f';'Markus';'Duerr';'Gesäusestrasse 99';'8630';'Mariazell';'';'';'0660 861 67 51';'36572';'AT'
'Frau';'';'w';'Jana';'Foerster';'Völkermarkter Strasse 25';'4850';'Timelkam';'';'';'0681 942 33 81';'121471';'AT'
'Herr';'';'m';'Steffen';'Sommer';'Prager Strasse 57';'8234';'Rohrbach an der Lafnitz';'';'';'0650 862 95 72';'61329';'AT'
'Frau';'';'w';'Silke';'Oster';'Im Astenfeld 68';'4202';'Hellmonsödt';'';'';'0660 530 22 67';'30016';'AT'
'Herr';'';'m';'Ralph';'Rothschild';'Mattersburger Strasse 59';'3143';'Pyhra';'';'';'0699 923 80 09';'59395';'AT'
'Herr';'';'m';'Bernd';'Eisenberg';'Kimpling 87';'2602';'Blumau-Neurißhof';'';'';'0680 790 20 00';'134691';'AT'
'Herr';'';'m';'Max';'Kaestner';'Gewerbepark 18';'3231';'St. Margarethen an der Sierning';'';'';'0699 974 80 26';'17634';'AT'
'Frau';'';'w';'Anne';'Kortig';'Pottenbrunner Hauptstrasse 50';'5723';'Uttendorf';'';'';'0681 967 22 84';'18019';'AT'
'Frau';'';'w';'Sandra';'Hoover';'Stollenstrasse 31';'9543';'Arriach';'';'';'0676 328 48 90';'47899';'AT'
'Frau';'';'w';'Mandy';'Kuefer';'Wachaustrasse 63';'4950';'Altheim';'';'';'0650 535 86 10';'110966';'AT'
'Dr.';'';'w';'Klaudia';'Adler';'Hauptstrasse 77';'4040';'Linz';'';'';'0650 884 38 21';'151628';'AT'
'Frau';'';'w';'Christine';'Schweizer';'Untere Hauptstrasse 19';'8413';'St. Georgen an der Stiefing';'';'';'0680 171 63 93';'16569';'AT'
'Frau';'';'w';'Kristin';'Hertzog';'Frauentaler Strasse 22';'4592';'Leonstein';'';'';'0664 423 30 80';'191738';'AT'
'Frau';'';'w';'Melanie';'Abt';'Steinfelden 42';'4694';'Ohlsdorf';'';'';'0680 816 91 98';'65101';'AT'
'Frau';'';'w';'Leah';'Köhler';'Aspernstrasse 77';'9951';'Ainet';'';'';'0664 959 27 57';'79760';'AT'
'Frau';'';'w';'Christina';'Gottlieb';'Stadionstrasse 87';'6240';'Rattenberg';'';'';'0699 252 97 54';'143696';'AT'
'Frau';'';'w';'Kerstin';'Lehmann';'Brucker Bundesstrasse 72';'4575';'Roßleithen';'';'';'0699 957 39 31';'96619';'AT'
'Frau';'';'w';'Juliane';'Lang';'Feldham 49';'4982';'Obernberg am Inn';'';'';'0680 654 15 55';'5450';'AT'
'Dr.';'';'w';'Uta';'Kuefer';'Spielerstrasse 21';'2440';'Gramatneusiedl';'';'';'0664 273 82 94';'126674';'AT'
'Herr';'';'m';'Dirk';'Mayer';'Passauer Strasse 60';'4362';'Bad Kreuzen';'';'';'0660 348 03 07';'107857';'AT'
'Frau';'';'w';'Leah';'Sankt';'Wiener Strasse 61';'9854';'Malta';'';'';'0699 166 32 49';'18939';'AT'
'Herr';'';'m';'Max';'Schreiner';'Völkermarkter Strasse 19';'4682';'Geboltskirchen';'';'';'0660 513 20 78';'72951';'AT'
'Frau';'';'w';'Ursula';'Probst';'Dieselstrasse 34';'9872';'Millstatt am See';'';'';'0688 387 04 29';'105447';'AT'
'Herr';'';'m';'David';'Weber';'Gumpendorfer Strasse 92';'4631';'Krenglbach';'';'';'0660 310 67 42';'128455';'AT'
'Herr';'';'m';'Felix';'Bar';'Davidschlag 70';'2362';'Biedermannsdorf';'';'';'0681 225 77 30';'153489';'AT'
'Herr';'';'m';'Jörg';'Pfeffer';'Welser Strasse 21';'4845';'Rutzenmoos';'';'';'0664 534 96 86';'110687';'AT'
'Herr';'';'m';'Mario';'Fassbinder';'Gasteiner Strasse 39';'4785';'Freinberg';'';'';'0699 602 59 94';'2657';'AT'
'Herr';'';'m';'Sebastian';'Eichel';'Lindenstrasse 22';'5324';'Faistenau';'';'';'0680 325 76 04';'139240';'AT'
'Frau';'';'w';'Mandy';'Ebersbach';'Wiedner Hauptstrasse 45';'4085';'Wesenufer';'';'';'0688 781 98 15';'154231';'AT'
'Herr';'';'m';'Peter';'Schweitzer';'Herrenstrasse 89';'4975';'Suben';'';'';'0699 520 89 33';'182717';'AT'
'Herr';'';'m';'Eric';'Theissen';'Pertholzer Strasse 77';'2512';'Tribuswinkel';'';'';'0650 587 58 88';'144401';'AT'
'Frau';'';'w';'Marie';'Möller';'Archkogl 92';'5274';'Burgkirchen';'';'';'0688 971 22 76';'99530';'AT'
'Herr';'';'m';'Sebastian';'Kalb';'Neuhofer Strasse 15';'9433';'St. Andrä';'';'';'0664 565 16 83';'19402';'AT'
'Frau';'';'w';'Karin';'Pfeffer';'Zistelweg 89';'4741';'Wendling';'';'';'0699 657 68 24';'15620';'AT'
'Herr';'';'m';'Martin';'Barth';'Karlauer Gürtel 94';'9361';'St. Salvator';'';'';'0650 195 70 99';'192000';'AT'
'Herr';'';'m';'Bernd';'Schwartz';'Zeppelinstr 62';'5232';'Kirchberg bei Mattighofen';'';'';'0650 433 14 00';'63625';'AT'
'Frau';'';'w';'Sophie';'Koenig';'Gartenweg 22';'4782';'St. Florian am Inn';'';'';'0699 841 62 11';'20385';'AT'
'Frau';'';'w';'Mandy';'Cole';'Sternhofweg 16';'9132';'Gallizien';'';'';'0680 965 52 08';'70561';'AT'
'Frau';'';'w';'Leonie';'Jaeger';'Lucasweg 30';'9063';'Maria Saal';'';'';'0688 245 15 05';'174194';'AT'
'Herr';'';'m';'Mario';'Osterhagen';'Spiegelsberg 66';'4721';'Altschwendt';'';'';'0688 617 54 07';'20456';'AT'
'Herr';'';'m';'Mike';'Bader';'Litzelhofenstrasse 18';'5672';'Fusch an der Glocknerstraße';'';'';'0699 834 79 33';'127042';'AT'
'Herr';'';'m';'Philipp';'Feierabend';'Holzstrasse 2';'8954';'St. Martin am Grimming';'';'';'0676 902 56 77';'77204';'AT'
'Frau';'';'w';'Petra';'Kalb';'Traunuferstrasse 17';'4716';'Hofkirchen an der Trattnach';'';'';'0650 181 44 28';'39958';'AT'
'Frau';'';'w';'Gabriele';'Fuerst';'Zeppelinstrasse 90';'9623';'St. Stefan an der Gail';'';'';'0650 823 44 75';'62196';'AT'
'Herr';'';'m';'Sven';'Maurer';'Hauptplatz 55';'3142';'Perschling';'';'';'0681 949 28 65';'36289';'AT'
'Frau';'';'w';'Sophie';'Schwarz';'Glocknerstrasse 84';'2114';'Großrußbach';'';'';'0680 520 71 16';'56581';'AT'
'Herr';'';'m';'David';'Herz';'An Der Schütt 31';'6108';'Scharnitz';'';'';'0688 457 06 04';'96005';'AT'
'Herr';'';'m';'Gebhart';'Worm';'Plaidter Strasse';'29693';'Hademstorf';'';'';'05164/78429048';'185576';'DE'
'Frau';'';'w';'Barbara';'Hertz';'Brünner Strasse 63';'6675';'Tannheim';'';'';'0664 318 75 92';'106327';'AT'
'Herr';'';'m';'Benjamin';'Hueber';'Leobnerstrasse 14';'4291';'Lasberg';'';'';'0660 792 71 75';'8090';'AT'
'Herr';'';'m';'Mathias';'Wurfel';'Gewerbepark 99';'4840';'Vöcklabruck';'';'';'0680 275 23 31';'156451';'AT'
'Herr';'';'m';'Wolfgang';'Burger';'Steinamangerer Strasse 11';'9863';'Rennweg';'';'';'0688 279 50 79';'74967';'AT'
'Herr';'';'m';'Frank';'Duerr';'Alte Poststrasse 65';'8794';'Vordernberg';'';'';'0688 829 71 14';'143804';'AT'
'Herr';'';'m';'Max';'Fleischer';'Waldmühlegasse 5';'9102';'Mittertrixen';'';'';'0681 891 32 90';'48642';'AT'
'Frau';'';'w';'Heike';'Himmel';'Reinprechtsdorfer Strasse 39';'9470';'St. Paul im Lavanttal';'';'';'0650 783 21 03';'55540';'AT'
'Frau';'';'w';'Mandy';'Muller';'An Der Bundesstrasse 52';'4141';'Pfarrkirchen im Mühlkreis';'';'';'0660 370 83 44';'89536';'AT'
'Herr';'';'m';'Uwe';'Abendroth';'Bonygasse 94';'3923';'Jagenbach';'';'';'0664 484 62 90';'108786';'AT'
'Frau';'';'w';'Silke';'Weiß';'Stadtplatz 67';'8774';'Mautern in Steiermark';'';'';'0699 969 06 33';'86757';'AT'
'Frau';'';'w';'Vanessa';'Finkel';'Lettental 68';'5741';'Neukirchen am Großvenediger';'';'';'0688 810 64 09';'88802';'AT'
'Frau';'';'w';'Daniela';'Schröder';'Landstrasse 78';'3920';'Groß Gerungs';'';'';'0699 769 59 60';'14441';'AT'
'Herr';'';'m';'Sven';'Ebersbach';'Haiden 96';'4312';'Ried in der Riedmark';'';'';'0699 909 84 30';'63317';'AT'
'Frau';'';'w';'Anne';'Barth';'Herrenstrasse 97';'2731';'St. Egyden am Steinfeld';'';'';'0688 909 89 76';'198414';'AT'
'Herr';'';'m';'Peter';'Gruenewald';'Sankt Georgener Hauptstrasse 89';'4083';'Haibach ob der Donau';'';'';'0688 841 32 17';'2772';'AT'
'Frau';'';'w';'Simone';'Schröder';'Floridusgasse 10';'9640';'Kötschach-Mauthen';'';'';'0680 968 22 05';'11631';'AT'
'Herr';'';'m';'Philipp';'Frei';'Brünner Strasse 19';'6675';'Tannheim';'';'';'0681 710 84 59';'67255';'AT'
'Herr';'';'m';'Paul';'Meyer';'Gasteiner Strasse 71';'4632';'Pichl bei Wels';'';'';'0699 528 26 41';'122157';'AT'
'Frau';'';'w';'Stefanie';'Dietrich';'Reinprechtsdorfer Strasse 35';'8121';'Deutschfeistritz';'';'';'0699 819 27 80';'103214';'AT'
'Frau';'';'w';'Anna';'Lehmann';'Langenloiser Strasse 71';'3910';'Zwettl';'';'';'0688 615 08 53';'51342';'AT'
'Herr';'';'m';'Matthias';'Baum';'Druckereistrasse 99';'4201';'Gramastetten';'';'';'0699 108 92 58';'23978';'AT'
'Herr';'';'m';'Alexander';'Werfel';'Sandleitengasse 2';'4074';'Stroheim';'';'';'0688 866 90 11';'115730';'AT'
'Dr.';'';'m';'Ralf';'Schäfer';'Salzburgerstrasse 99';'4341';'Arbing';'';'';'0650 815 75 05';'22298';'AT'
'Herr';'';'m';'Dirk';'Eberhardt';'Wiehtestrasse 92';'4523';'Neuzeug';'';'';'0650 891 29 27';'39868';'AT'
'Herr';'';'m';'Peter';'Gersten';'Graben 95';'9832';'Stall';'';'';'0660 446 30 02';'83215';'AT'
'Herr';'';'m';'Niklas';'Busch';'Stollenstrasse 86';'4984';'Weilbach';'';'';'0664 269 26 46';'153689';'AT'
'Herr';'';'m';'Benjamin';'Vogler';'Stubengraben 42';'9563';'Gnesau';'';'';'0699 733 08 15';'176133';'AT'
'Herr';'';'m';'Philipp';'Beike';'Lebzeltergasse 83';'2842';'Edlitz';'';'';'0681 895 07 79';'22872';'AT'
'Frau';'';'w';'Melanie';'Fleischer';'Himmelpfortgasse 97';'4311';'Schwertberg';'';'';'0676 224 89 25';'112281';'AT'
'Herr';'';'m';'Alexander';'Fuchs';'Auenweg 41';'9560';'Feldkirchen in Kärnten';'';'';'0650 138 70 21';'169232';'AT'
'Herr';'';'m';'Dominik';'Maurer';'Steinamangerer Strasse 40';'3451';'Michelhausen';'';'';'0681 610 00 27';'46268';'AT'
'Herr';'';'m';'Jonas';'Schweitzer';'Am Kuhberg 3';'6262';'Schlitters';'';'';'0676 272 90 61';'98836';'AT'
'Herr';'';'m';'Torsten';'Foerster';'Hadikgasse 64';'2640';'Gloggnitz';'';'';'0676 735 55 33';'22526';'AT'
'Frau';'';'w';'Annett';'Himmel';'Waldmühlgasse 88';'5270';'Mauerkirchen';'';'';'0650 728 65 89';'162642';'AT'
'Herr';'';'m';'Stefan';'Feierabend';'Mariatal 67';'5273';'Roßbach';'';'';'0676 399 30 73';'28827';'AT'
'Frau';'';'w';'Sabrina';'Gottlieb';'Bachloh 17';'9632';'Kirchbach';'';'';'0680 379 50 80';'25722';'AT'
'Herr';'';'m';'Jonas';'Frei';'Bremschlstrasse 45';'4775';'Taufkirchen an der Pram';'';'';'0650 347 75 07';'46804';'AT'
'Herr';'';'m';'Torsten';'Schweizer';'Bahnhofstrasse 83';'6295';'Ginzling';'';'';'0664 175 27 59';'46677';'AT'
'Herr';'';'m';'Patrick';'Abendroth';'Davidschlag 6';'8455';'Oberhaag';'';'';'0676 213 49 58';'166923';'AT'
'Herr';'';'m';'Jörg';'Schiffer';'Sandleitengasse 64';'7332';'Kobersdorf';'';'';'0660 186 80 77';'198855';'AT'
'Frau';'';'w';'Anja';'Ebersbach';'Brucker Bundesstrasse 74';'4715';'Taufkirchen an der Trattnach';'';'';'0681 490 65 80';'43909';'AT'
'Frau';'';'w';'Johanna';'Mauer';'Traunuferstrasse 99';'5132';'Geretsberg';'';'';'0680 981 02 90';'135650';'AT'
'Herr';'';'m';'Benjamin';'Keller';'Gralla 8';'8561';'Söding';'';'';'0699 960 07 32';'16958';'AT'
'Frau';'';'w';'Diana';'Freeh';'Schachermairdorf 80';'8552';'Eibiswald';'';'';'0676 530 09 16';'41290';'AT'
'Herr';'';'m';'Christian';'Dietrich';'Baumgarten 65';'3702';'Niederrußbach';'';'';'0688 890 95 79';'71139';'AT'
'Frau';'';'w';'Leah';'Frankfurter';'Straden 36';'8162';'Passail';'';'';'0699 447 28 01';'122398';'AT'
'Frau';'';'w';'Jessica';'Hartmann';'Bonygasse 74';'4742';'Pram';'';'';'0650 416 94 52';'26153';'AT'
'Frau';'';'w';'Lisa';'Egger';'Templstrasse 92';'4962';'Mining';'';'';'0681 786 41 60';'23596';'AT'
'Herr';'';'m';'Daniel';'Muller';'Simmeringer Hauptstrasse 80';'3623';'Kottes';'';'';'0664 667 97 48';'116237';'AT'
'Frau';'';'w';'Sophie';'Bach';'Ausserpühret 1';'2134';'Staatz-Kautendorf';'';'';'0660 284 16 74';'137198';'AT'
'Herr';'';'m';'Marko';'Zweig';'Bräuhof 92';'9210';'Pörtschach am Wörther See';'';'';'0680 239 67 29';'138623';'AT'
'Herr';'';'m';'Martin';'Kuhn';'Feldham 97';'4972';'Utzenaich';'';'';'0688 839 38 11';'86011';'AT'
'Frau';'';'w';'Juliane';'Thalberg';'Floridusgasse 29';'3143';'Pyhra';'';'';'0660 284 60 64';'61552';'AT'
'Herr';'';'m';'Michael';'Eichel';'Kimpling 2';'3251';'Purgstall';'';'';'0660 184 75 74';'95906';'AT'
'Herr';'';'m';'Bernd';'Schultheiss';'Ausserpühret 61';'3613';'Albrechtsberg an der Großen Krems';'';'';'0676 969 68 56';'78514';'AT'
'Frau';'';'w';'Sara';'Kuhn';'Goethestrasse 76';'6733';'Fontanella';'';'';'0664 280 55 17';'35389';'AT'
'Herr';'';'m';'Tim';'Busch';'Kärntner Strasse 3';'4121';'Altenfelden';'';'';'0676 560 91 40';'23425';'AT'
'Frau';'';'w';'Julia';'Urner';'Straden 62';'4310';'Mauthausen';'';'';'0676 438 38 95';'97049';'AT'
'Herr';'';'m';'Mike';'Weissmuller';'Spielerstrasse 38';'4710';'Grieskirchen';'';'';'0680 626 03 49';'21100';'AT'
'Frau';'';'w';'Marina';'Keller';'Kalhamer Strasse 31';'9861';'Eisentratten';'';'';'0681 668 20 78';'38941';'AT'
'Frau';'';'w';'Diana';'Kuester';'Reinprechtsdorfer Strasse 10';'6441';'Umhausen';'';'';'0676 344 24 89';'19033';'AT'
'Frau';'';'w';'Kristin';'Barth';'Lebzeltergasse 92';'4676';'Aistersheim';'';'';'0664 678 87 51';'187866';'AT'
'Frau';'';'w';'Jennifer';'Bader';'Salzburgerstrasse 66';'9962';'St. Veit in Defereggen';'';'';'0688 165 67 32';'91055';'AT'
'Herr';'';'m';'Ulrich';'sanlii+';'Schützengartenstrasse 24';'6841';'Mäder';'';'';'0680 841 16 47';'11398';'AT'
'Herr';'';'m';'Luca';'Roth';'Löwenzahnstrasse 63';'9341';'Straßburg';'';'';'0681 996 94 26';'42879';'AT'
'Frau';'';'w';'Claudia';'Jager';'Hainbuchen 87';'4083';'Haibach ob der Donau';'';'';'0681 506 17 80';'163118';'AT'
'Frau';'';'w';'Marina';'Vogt';'An Der Bundesstrasse 78';'5411';'Oberalm';'';'';'0676 323 59 89';'151594';'AT'
'Herr';'';'m';'Marko';'Becker';'Spittelwiese 21';'9500';'Villach';'';'';'0699 328 50 10';'76550';'AT'
'Frau';'';'w';'Simone';'Bumgarner';'Floridusgasse 72';'4616';'Weißkirchen';'';'';'0676 697 74 15';'159372';'AT'
'Herr';'';'m';'Kevin';'Faust';'Faerberplatz 72';'4681';'Rottenbach';'';'';'0650 169 65 77';'171883';'AT'
'Herr';'';'m';'Maik';'Hahn';'Im Astenfeld 63';'2651';'Reichenau an der Rax';'';'';'0676 616 84 66';'187506';'AT'
'Frau';'';'w';'Anne';'Thalberg';'Ernstbrunner Strasse 6';'3262';'Wang';'';'';'0680 547 05 38';'27710';'AT'
'Frau';'';'w';'Vanessa';'Kaiser';'Blaue Lagune 76';'4673';'Gaspoltshofen';'';'';'0688 718 45 71';'145478';'AT'
'Frau';'';'w';'Birgit';'Theissen';'Neuhofer Strasse 72';'3841';'Windigsteig';'';'';'0664 762 83 80';'13676';'AT'
'Frau';'';'w';'Ute';'Bauer';'Faerberplatz 51';'9812';'Pusarnitz';'';'';'0681 322 19 19';'90303';'AT'
'Frau';'';'w';'Diana';'Ehrlichmann';'Waldmühlgasse 48';'3390';'Melk';'';'';'0681 119 39 50';'164383';'AT'
'Frau';'';'w';'Juliane';'Wechsler';'Gesäusestrasse 1';'4201';'Gramastetten';'';'';'0676 425 55 82';'145401';'AT'
'Frau';'';'w';'Juliane';'Neustadt';'Faerberplatz 67';'2463';'Stixneusiedl';'';'';'0664 239 65 03';'6103';'AT'
'Herr';'';'m';'Sebastian';'Richter';'Annenstrasse 25';'4741';'Wendling';'';'';'0664 195 11 51';'14905';'AT'
'Herr';'';'m';'Maik';'Eichmann';'Herrenstrasse 60';'3371';'Neumarkt an der Ybbs';'';'';'0699 417 34 05';'45078';'AT'
'Herr';'';'m';'Kevin';'Eichel';'Lettental 32';'4975';'Suben';'';'';'0699 328 52 73';'104353';'AT'
'Frau';'';'w';'Birgit';'Strauss';'Kuefsteinstrasse 37';'4055';'Pucking';'';'';'0680 623 08 78';'115303';'AT'
'Frau';'';'w';'Janina';'Koch';'Dreimühlenweg 70';'4284';'Tragwein';'';'';'0676 785 06 09';'98350';'AT'
'Frau';'';'w';'Kristin';'Nagel';'Lebzeltergasse 7';'5251';'Höhnhart';'';'';'0680 366 06 49';'130816';'AT'
'Frau';'';'w';'Susanne';'Metzger';'Kirchenplatz 87';'8624';'Au';'';'';'0676 499 81 02';'72708';'AT'
'Dr.';'';'w';'Barbara';'Barth';'Lebzeltergasse 51';'4407';'Steyr-Gleink';'';'';'0688 406 15 12';'149465';'AT'
'Herr';'';'m';'Luca';'Schulz';'Stadtplatz 34';'3141';'Kapelln';'';'';'0676 871 02 87';'16803';'AT'
'Herr';'';'m';'Tom';'Becker';'Himmelpfortgasse 96';'4820';'Bad Ischl';'';'';'0688 639 24 58';'188916';'AT'
'Herr';'';'m';'Thomas';'Egger';'Horner Strasse 97';'4300';'St. Valentin';'';'';'0688 752 15 37';'71588';'AT'
'Frau';'';'w';'Sabrina';'Herrmann';'Pazmaniteng 64';'4113';'St. Martin im Mühlkreis';'';'';'0660 307 83 24';'2231';'AT'
'Herr';'';'m';'Maik';'Fink';'Hütteldorfer Strasse 85';'5141';'Moosdorf';'';'';'0680 441 81 50';'11853';'AT'
'Herr';'';'m';'Jürgen';'Glockner';'Lendplatz 11';'4550';'Kremsmünster';'';'';'0650 444 81 35';'199168';'AT'
'Herr';'';'m';'Matthias';'Lehrer';'Feldkircher Strasse 97';'2020';'Hollabrunn';'';'';'0664 558 06 90';'96479';'AT'
'Herr';'';'m';'Mike';'Schmidt';'Kirchenplatz 74';'4320';'Perg';'';'';'0680 916 74 26';'66975';'AT'
'Herr';'';'m';'Michael';'Maier';'Litzelhofenstrasse 40';'6330';'Kufstein';'';'';'0660 274 62 99';'28154';'AT'
'Frau';'';'w';'Anja';'Urner';'Stadtplatz 26';'9971';'Matrei in Osttirol';'';'';'0680 564 48 94';'9890';'AT'
